estado,diario,data_publicacao,caderno,tipo_ato,nome,id_funcional,assinante,cargo_assinante,categoria_assinante,spacy_pessoa,spacy_entidades,nome_parse_confiavel,cargo,orgao,trecho,fonte_url,arquivo_markdown
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),nomeacao,JOAO BITTENCOURT CAVALCANTI,,,,,sim,JOAO BITTENCOURT CAVALCANTI:PER,sim,,,"NOMEAR JOAO BITTENCOURT CAVALCANTI para exercer, com validade a contar de 09 de dezembro de 2020, o cargo em comissão de Gerente, símbolo DAS-7, do Centro de Tecnologia de Informação e Comunicação do Estado do Rio de Janeiro - PRODERJ, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),nomeacao,SHISLAYNE MARTINS DE AMORIM CRUZ,,,,,sim,SHISLAYNE MARTINS:PER,sim,para exercer o cargo em comissão de Assistente II,,"NOMEAR SHISLAYNE MARTINS DE AMORIM CRUZ para exercer o cargo em comissão de Assistente II, símbolo DAI-6, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),exoneracao,MAURICIO RODRIGUES FREIRE,4321363-4,,,,sim,MAURICIO RODRIGUES:MISC|Mauricio Rodrigues Freire:PER,sim,do cargo em comissão de Assessor,,"EXONERAR MAURICIO RODRIGUES FREIRE , ID FUNCIONAL N° 4321363-4 do cargo em comissão de Assessor, símbolo DAS-8, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),nomeacao,GUILHERME DE AZEVEDO CAURIO,,,,,sim,GUILHERME DE AZEVEDO:MISC|Guilherme De Azevedo Caurio:PER,sim,para exercer o cargo em comissão de Assessor,,"NOMEAR GUILHERME DE AZEVEDO CAURIO para exercer o cargo em comissão de Assessor, símbolo DAS-8, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),exoneracao,PAULO MARCOS FERREIRA PINHEIRO,4338008-5,,,,sim,PAULO MARCOS FERREIRA PINHEIRO:PER,sim,do cargo em comissão de Assistente,,"EXONERAR PAULO MARCOS FERREIRA PINHEIRO, ID FUNCIONAL Nº 4338008-5, do cargo em comissão de Assistente, símbolo DAS-6, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),nomeacao,JONATHAN OLIVEIRA MIRANDA,,,,,sim,Jonathan Oliveira Miranda:PER,sim,para exercer o cargo em comissão de Assistente,,"NOMEAR JONATHAN OLIVEIRA MIRANDA para exercer o cargo em comissão de Assistente, símbolo DAS-6, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),exoneracao,LUIZ CEZAR FERRO DA SILVA,5111715-0,,,,sim,LUIZ CEZAR FERRO DA SILVA:PER,sim,do cargo em comissão de Assistente II,,"EXONERAR LUIZ CEZAR FERRO DA SILVA , ID FUNCIONAL Nº 5111715-0, do cargo em comissão de Assistente II, símbolo DAI-6, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),exoneracao,JANIO COSENDEY NUNES,5106762-5,,,,sim,JANIO COSENDEY:MISC|Janio Cosendey Nunes:PER,sim,do cargo em comissão de Ajudante II,,"EXONERAR JANIO COSENDEY NUNES , ID FUNCIONAL Nº 5106762-5, do cargo em comissão de Ajudante II, símbolo DAI-2, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),nomeacao,MIRIAN DA SILVA DE OLIVEIRA,,,,,sim,OLIVEIRA:ORG|Mirian Da Silva De Oliveira:PER,sim,para exercer o cargo em comissão de Ajudante II,,"NOMEAR MIRIAN DA SILVA DE OLIVEIRA para exercer o cargo em comissão de Ajudante II, símbolo DAI-2, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),exoneracao,ANDRÉA CRISTINA DA SILVA MORAES,5091107-4,,,,sim,ANDRÉA CRISTINA DA SILVA:PER,sim,do cargo em comissão de Secretário II,do Departamento Geral de Administração e Finanças,"EXONERAR com validade a contar de 01 de dezembro de 2020, ANDRÉA CRISTINA DA SILVA MORAES , ID FUNCIONAL Nº 5091107-4 do cargo em comissão de Secretário II, símbolo DAI-5, do Departamento Geral de Administração e Finanças, da Subsecretaria de Administração, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),nomeacao,JOEL ALMEIDA PEREIRA,5075641-9,,,,sim,JOEL ALMEIDA PEREIRA:PER,sim,,,"NOMEAR JOEL ALMEIDA PEREIRA , ID FUNCIONAL Nº 5075641-9, para exercer, com validade a contar de 01 de dezembro de 2020, o cargo em comissão de Assistente II, símbolo DAI-6, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),exoneracao,ANDERSON LUIZ MENDES DOS SANTOS,5089547-6,,,,sim,ANDERSON LUIZ MENDES:PER,sim,do cargo em comissão de Assistente II,,"EXONERAR com validade a contar de 01 de dezembro de 2020, ANDERSON LUIZ MENDES DOS SANTOS , ID FUNCIONAL Nº 5089547-6, do cargo em comissão de Assistente II, símbolo DAI-6, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),nomeacao,RAQUEL ILDEFONSO DO AMPARO,5001042-5,,,,sim,RAQUEL:ORG|ILDEFONSO:MISC|Raquel Ildefonso:PER,sim,,do Departamento Geral de Administração e Finanças,"NOMEAR RAQUEL ILDEFONSO DO AMPARO , ID FUNCIONAL Nº 5001042-5 para exercer, com validade a contar de 01 de dezembro de 2020, o cargo em comissão de Secretário II, símbolo DAI-5, do Departamento Geral de Administração e Finanças, da Subsecretaria de Administração, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),exoneracao,JOEL ALMEIDA PEREIRA,5075641-9,,,,sim,JOEL ALMEIDA PEREIRA:PER,sim,do cargo em comissão de Ajudante II,,"EXONERAR com validade a contar de 01 de dezembro de 2020, JOEL ALMEIDA PEREIRA , ID FUNCIONAL Nº 5075641-9, do cargo em comissão de Ajudante II, símbolo DAI-2, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),nomeacao,ANDERSON LUIZ MENDES DOS SANTOS,5089547-6,,,,sim,ANDERSON LUIZ MENDES:PER,sim,,,"NOMEAR ANDERSON LUIZ MENDES DOS SANTOS , ID FUNCIONAL Nº 5089547-6 para exercer, com validade a contar de 01 de dezembro de 2020, o cargo em comissão de Ajudante II, símbolo DAI-2, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),exoneracao,QUEL ILDEFONSO,,,,,sim,ILDEFONSO:MISC|Quel Ildefonso:PER,sim,,,"EXONERAR com validade a contar de 01 de dezembro de 2020, QUEL ILDEFONSO DO AMPARO cargo em comissão de Ajudante I, símbolo DAI-1, da Estado de Fazenda. Processo nº SEI-040182/000798/2020. <!-- image -->",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),nomeacao,ANDRÉA CRISTINA DA SILVA MORAES,5091107-4,,,,sim,ANDRÉA CRISTINA DA SILVA:PER,sim,,,"NOMEAR ANDRÉA CRISTINA DA SILVA MORAES , ID FUNCIONAL Nº 5091107-4 para exercer, com validade a contar de 01 de dezembro de 2020, o cargo em comissão de Ajudante I, símbolo DAI-1, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),exoneracao,DIOGO SILVA OLÍMPIO,5114223-6,,,,sim,DIOGO SILVA OLÍMPIO:PER,sim,do cargo em comissão de Assistente II,,"EXONERAR DIOGO SILVA OLÍMPIO , ID FUNCIONAL Nº 5114223-6, do cargo em comissão de Assistente II, símbolo DAI-6, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),nomeacao,DAIANE FLAVIA PALERMO DA SILVA,51076284,,,,sim,Daiane Flavia Palermo:PER,sim,,,"NOMEAR DAIANE FLAVIA PALERMO DA SILVA , ID FUNCIONAL Nº 51076284 para exercer, com validade a contar de 14 de dezembro de 2020, o cargo em comissão de Ajudante II, símbolo DAI-2, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),exoneracao,RITA DE CÁSSIA GRAVINA MARQUES SOARES,51035562-5,,,,sim,RITA:ORG|GRAVINA:ORG|Rita De Cássia Gravina Marques Soares:PER,sim,do cargo em comissão de Ajudante II,,"EXONERAR com validade a contar de 22 de novembro de 2020, RITA DE CÁSSIA GRAVINA MARQUES SOARES , ID FUNCIONAL Nº 51035562-5 do cargo em comissão de Ajudante II, símbolo DAI-2, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),nomeacao,FRANCISCO VICENILDO MEDEIROS,,,,,sim,FRANCISCO VICENILDO:MISC|Francisco Vicenildo Medeiros:PER,sim,,,"NOMEAR FRANCISCO VICENILDO MEDEIROS para exercer, com validade a contar de 11 de dezembro de 2020, o cargo em comissão de Assistente II, símbolo DAI-6, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),exoneracao,ADESILIO DE OLIVEIRA MORAES,5111861-0,,,,sim,ADESILIO:MISC|Adesilio De Oliveira Moraes:PER,sim,do cargo em comissão de Ajudante I,,"EXONERAR com validade a contar de 30 de novembro de 2020, ADESILIO DE OLIVEIRA MORAES , ID FUNCIONAL Nº 5111861-0 do cargo em comissão de Ajudante I, símbolo DAI-1, da antiga",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),nomeacao,HENRIQUE JASKE DA SILVA,,,,,sim,HENRIQUE JASKE DA SILVA:MISC|Henrique Jaske:PER,sim,,da Subsecretaria do Programa Comunidade Cidade,"NOMEAR HENRIQUE JASKE DA SILVA para exercer, com validade a contar de 15 de dezembro de 2020, o cargo em comissão de Coordenador, símbolo DAS-8, da Subsecretaria do Programa Comunidade Cidade, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),exoneracao,ANTONIO VENCESLAU DOS SANTOS,5084363-0,,,,sim,ANTONIO VENCESLAU DOS SANTOS:MISC|Antonio Venceslau Dos Santos:PER,sim,do cargo em comissão de Diretor de Divisão,do Superintendência de Contabilidade e Controle,"EXONERAR com validade a contar de 04 de dezembro de 2020, ANTONIO VENCESLAU DOS SANTOS , ID FUNCIONAL N° 5084363-0 do cargo em comissão de Diretor de Divisão, símbolo DAS-7, da Divisão de Receitas dos Fundos de Saúde, da Coordenação de Contabilidade do SUS, do Superintendência de Contabilidade e Controle, da Subsecretaria do Fundo Estadual de Saúde, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),exoneracao,VANESSA DE SOUZA ROCCO,5090405-1,,,,sim,VANESSA DE SOUZA ROCCO:LOC|Vanessa De Souza Rocco:PER,sim,do cargo em comissão de Ajudante II,,"EXONERAR a pedido e com validade a contar de 21 de outubro de 2020, VANESSA DE SOUZA ROCCO , ID FUNCIONAL Nº 5090405-1 do cargo em comissão de Ajudante II, símbolo DAI-2, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),nomeacao,PAULO ROBERTO FERREIRA GOMES DA SILVA,,,,,sim,ROBERTO FERREIRA:MISC|Paulo Roberto Ferreira Gomes Da Silva:PER,sim,para exercer o cargo em comissão de Ajudante II,,"NOMEAR PAULO ROBERTO FERREIRA GOMES DA SILVA para exercer o cargo em comissão de Ajudante II, símbolo DAI-2, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),exoneracao,ANDREA REGINA MOSS DE MIRANDA,,REGINA MOSS DE MIRANDA DO CARGO EM COMISSÃO DE,Coordenador,12,sim,ANDREA REGINA MOSS:PER,sim,do cargo em comissão de Coordenador,da Superintendência de Suprimentos e Patrimônio,"EXONERAR com validade a contar de 26 de novembro de 2020, ANDREA REGINA MOSS DE MIRANDA do cargo em comissão de Coordenador, símbolo DAS-8, da Coordenação de Materiais, da Superintendência de Suprimentos e Patrimônio, da Subsecretaria Executiva, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),nomeacao,RAQUEL GRANJA BALTAR LEMOS,,,,,sim,RAQUEL:ORG|Raquel Granja Baltar Lemos:PER,sim,,da Superintendência de Suprimentos e Patrimônio,"NOMEAR RAQUEL GRANJA BALTAR LEMOS para exercer, com validade a contar de 26 de novembro de 2020, o cargo em comissão de Coordenador, símbolo DAS-8, da Coordenação de Materiais, da Superintendência de Suprimentos e Patrimônio, da Subsecretaria Executiva, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),nomeacao,FERNANDA VICTORINO BARROS,,,,,sim,VICTORINO BARROS:ORG|Fernanda Victorino Barros:PER,sim,,da Superintendência de Logistica,"NOMEAR FERNANDA VICTORINO BARROS para exercer, com validade a contar de 26 de novembro de 2020, o cargo em comissão de Assistente, símbolo DAS-6, da Superintendência de Logistica, da Subsecretaria de Gestão da Atenção Integral a Saúde, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
RJ,Diario Oficial do Estado do Rio de Janeiro,2020-12-15,Parte I (Poder Executivo),exoneracao,EZEQUIEL MELLO DE AZEVEDO,5114448-4,,,,sim,MELLO DE AZEVEDO:LOC|Ezequiel Mello De Azevedo:PER,sim,do cargo em comissão de Assessor,,"EXONERAR com validade a contar de 14 de dezembro de 2020, EZEQUIEL MELLO DE AZEVEDO , ID FUNCIONAL Nº 5114448-4, do cargo em comissão de Assessor, símbolo DAS-7, da",https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VW1wQ1FrNXFSWGRTVlUxMFRXcFZNMUpwTURCU1JGVXhURlJuTUU0d1NYUk9hMWw2VFd0Rk0wOUZTa05QUkVGNlRWUmpNMDlFUVRGT2VsbDRUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2020\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2020-12-15.md
